ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
1644,112085,2023-10-23,30,6,32,11,10,35,8
1645,112086,2023-10-26,31,28,38,27,30,36,8
1646,112087,2023-10-30,30,7,10,3,11,33,6
1647,112088,2023-11-02,20,15,28,9,37,36,7
1648,112089,2023-11-06,15,30,38,33,22,11,5
1649,112090,2023-11-09,5,8,26,24,23,3,5
1650,112091,2023-11-13,16,23,28,25,12,1,7
1651,112092,2023-11-16,37,28,35,7,1,4,2
1652,112093,2023-11-20,30,13,15,7,11,38,7
1653,112094,2023-11-23,37,8,22,13,25,6,7
1654,112095,2023-11-27,24,11,25,29,2,23,1
1655,112096,2023-11-30,33,28,35,2,13,21,2
1656,112097,2023-12-04,22,9,14,20,31,2,5
1657,112098,2023-12-07,16,33,17,9,4,18,1
1658,112099,2023-12-11,9,23,32,21,19,26,5
1659,112100,2023-12-14,19,32,4,16,35,17,5
1660,112101,2023-12-18,18,24,31,20,5,36,2
1661,112102,2023-12-21,13,38,34,3,10,37,4
1662,112103,2023-12-25,32,5,20,7,16,19,2
1663,112104,2023-12-28,31,23,7,8,18,20,8
1664,113001,2024-01-01,28,16,35,17,11,18,4
1665,113002,2024-01-04,3,24,12,6,2,28,5
1666,113003,2024-01-08,29,16,20,3,33,1,1
1667,113004,2024-01-11,16,34,10,22,17,4,5
1668,113005,2024-01-15,10,15,21,35,29,27,8
1669,113006,2024-01-18,14,4,6,31,34,2,3
1670,113007,2024-01-22,27,12,9,17,31,14,6
1671,113008,2024-01-25,17,11,3,26,29,10,1
1672,113009,2024-01-29,25,15,32,6,36,22,3
1673,113010,2024-02-01,13,21,25,4,29,23,7
1674,113011,2024-02-05,1,30,21,16,18,38,6
1675,113012,2024-02-08,10,15,20,24,34,25,2
1676,113013,2024-02-12,28,2,30,35,18,21,8
1677,113014,2024-02-15,7,2,17,33,32,22,4
1678,113015,2024-02-19,5,38,6,33,18,26,5
1679,113016,2024-02-22,4,17,25,24,13,14,4
1680,113017,2024-02-26,11,37,7,12,35,4,8
1681,113018,2024-02-29,17,24,1,11,2,29,4
1682,113019,2024-03-04,37,24,38,5,10,3,7
1683,113020,2024-03-07,20,17,11,27,13,3,2
1684,113021,2024-03-11,26,33,30,5,14,11,3
1685,113022,2024-03-14,11,2,12,21,30,15,6
1686,113023,2024-03-18,19,35,23,10,2,11,1
1687,113024,2024-03-21,16,26,8,1,17,38,7
1688,113025,2024-03-25,38,23,2,24,15,16,5
1689,113026,2024-03-28,31,19,15,9,2,24,4
1690,113027,2024-04-01,37,36,35,3,27,9,2
1691,113028,2024-04-04,14,17,3,22,33,24,1
1692,113029,2024-04-08,23,5,6,18,11,8,5
1693,113030,2024-04-11,14,11,36,25,12,30,3
1694,113031,2024-04-15,14,7,27,8,36,6,7
1695,113032,2024-04-18,21,18,2,16,34,37,5
1696,113033,2024-04-22,14,35,2,22,19,31,1
1697,113034,2024-04-25,36,37,34,31,20,3,7
1698,113035,2024-04-29,19,31,25,30,35,8,7
1699,113036,2024-05-02,13,17,33,35,26,24,6
1700,113037,2024-05-06,25,30,4,31,34,13,7
1701,113038,2024-05-09,14,10,37,22,35,29,7
1702,113039,2024-05-13,15,33,35,23,20,26,7
1703,113040,2024-05-16,2,10,13,18,30,1,1
1704,113041,2024-05-20,32,1,5,7,33,19,3
1705,113042,2024-05-23,4,8,14,25,37,21,3
1706,113043,2024-05-27,4,29,33,20,1,26,4
1707,113044,2024-05-30,7,6,31,16,21,27,6
1708,113045,2024-06-03,4,35,22,3,36,11,3
1709,113046,2024-06-06,17,38,25,5,13,33,1
1710,113047,2024-06-10,11,15,29,26,28,5,7
1711,113048,2024-06-13,15,32,18,2,5,35,3
1712,113049,2024-06-17,31,5,29,28,22,30,8
1713,113050,2024-06-20,11,27,24,36,30,10,7
1714,113051,2024-06-24,7,26,16,13,25,22,8
1715,113052,2024-06-27,14,29,15,11,2,17,1
1716,113053,2024-07-01,2,33,12,17,30,3,5
1717,113054,2024-07-04,30,24,23,25,38,21,1
1718,113055,2024-07-08,11,32,30,10,13,37,5
1719,113056,2024-07-11,10,15,29,36,12,9,4
1720,113057,2024-07-15,25,4,33,1,11,19,2
1721,113058,2024-07-18,12,19,8,23,28,31,5
1722,113059,2024-07-22,11,31,32,17,38,14,8
1723,113060,2024-07-25,27,4,32,38,11,23,7
1724,113061,2024-07-29,3,11,27,6,30,28,1
1725,113062,2024-08-01,26,25,34,3,13,31,5
1726,113063,2024-08-05,7,35,2,14,29,15,3
1727,113064,2024-08-08,21,29,3,2,37,34,8
1728,113065,2024-08-12,2,10,9,20,30,17,4
1729,113066,2024-08-15,4,14,24,16,6,20,2
1730,113067,2024-08-19,10,17,21,6,22,29,6
1731,113068,2024-08-22,5,34,20,19,31,15,2
1732,113069,2024-08-26,26,15,18,25,30,29,1
1733,113070,2024-08-29,31,25,38,32,24,9,3
1734,113071,2024-09-02,24,9,37,31,16,27,4
1735,113072,2024-09-05,10,14,28,16,25,38,4
1736,113073,2024-09-09,31,27,22,21,7,36,7
1737,113074,2024-09-12,27,33,12,38,10,21,8
1738,113075,2024-09-16,8,17,25,23,26,14,4
1739,113076,2024-09-19,30,8,16,3,24,26,4
1740,113077,2024-09-23,13,4,24,14,23,29,8
1741,113078,2024-09-26,3,18,9,6,29,11,3
1742,113079,2024-09-30,13,14,33,3,9,17,5
1743,113080,2024-10-03,17,11,18,19,30,36,8
1744,113081,2024-10-07,29,22,9,27,21,36,5
1745,113082,2024-10-10,23,37,2,14,8,20,8
1746,113083,2024-10-14,10,22,23,27,6,25,8
1747,113084,2024-10-17,10,25,5,3,2,30,6
1748,113085,2024-10-21,4,6,23,38,13,19,7
1749,113086,2024-10-24,8,20,33,28,29,10,2
1750,113087,2024-10-28,23,35,37,9,33,11,2
1751,113088,2024-10-31,4,37,8,14,17,12,4
1752,113089,2024-11-04,20,14,23,7,22,1,1
1753,113090,2024-11-07,38,5,21,34,26,28,6
1754,113091,2024-11-11,9,28,17,33,8,3,2
1755,113092,2024-11-14,6,15,23,22,37,31,5
1756,113093,2024-11-18,13,38,36,9,8,21,8
1757,113094,2024-11-21,12,13,8,27,16,18,6
1758,113095,2024-11-25,7,33,14,25,37,19,3
1759,113096,2024-11-28,33,36,25,34,32,20,7
1760,113097,2024-12-02,22,38,8,21,37,36,5
1761,113098,2024-12-05,30,33,14,19,38,10,3
1762,113099,2024-12-09,31,36,18,13,30,26,5
1763,113100,2024-12-12,11,23,14,30,25,17,8
1764,113101,2024-12-16,3,37,30,27,19,36,7
1765,113102,2024-12-19,18,38,9,6,23,8,5
1766,113103,2024-12-23,37,15,25,16,18,34,4
1767,113104,2024-12-26,13,15,37,18,28,35,4
1768,113105,2024-12-30,8,12,16,6,31,23,1
1769,114001,2025-01-02,27,32,22,12,4,13,5
1770,114002,2025-01-06,17,38,14,29,4,31,7
1771,114003,2025-01-09,34,31,1,16,15,4,4
1772,114004,2025-01-13,33,3,26,28,22,13,2
1773,114005,2025-01-16,19,37,10,21,31,16,3
1774,114006,2025-01-20,11,8,37,27,29,13,2
1775,114007,2025-01-23,25,10,7,13,29,22,2
1776,114008,2025-01-27,15,2,35,25,18,10,8
1777,114009,2025-01-30,3,21,20,37,17,24,6
1778,114010,2025-02-03,33,36,15,31,7,4,6
1779,114011,2025-02-06,33,37,32,18,21,6,1
1780,114012,2025-02-10,6,7,13,8,24,14,4
1781,114013,2025-02-13,18,2,3,30,36,11,7
1782,114014,2025-02-17,21,1,17,31,34,23,1
1783,114015,2025-02-20,32,6,37,5,19,15,8
1784,114016,2025-02-24,24,16,15,35,23,7,2
1785,114017,2025-02-27,8,26,34,24,7,1,2
1786,114018,2025-03-03,12,32,15,23,26,20,5
1787,114019,2025-03-06,18,15,5,9,17,29,4
1788,114020,2025-03-10,17,20,31,13,27,16,2
1789,114021,2025-03-13,24,3,25,4,16,13,7
1790,114022,2025-03-17,18,3,1,28,2,12,4
1791,114023,2025-03-20,38,18,12,1,31,3,8
1792,114024,2025-03-24,33,17,25,24,3,22,3
1793,114025,2025-03-27,8,21,7,32,35,26,2
1794,114026,2025-03-31,7,20,9,6,12,2,4
1795,114027,2025-04-03,9,15,36,21,2,29,7
1796,114028,2025-04-07,13,36,31,24,25,21,4
1797,114029,2025-04-10,34,16,20,9,29,23,4
1798,114030,2025-04-14,20,29,9,5,1,38,2
1799,114031,2025-04-17,3,27,2,1,5,17,8
1800,114032,2025-04-21,5,29,9,35,20,36,8
1801,114033,2025-04-24,17,7,29,25,36,37,5
1802,114034,2025-04-28,29,17,32,2,14,19,5
1803,114035,2025-05-01,25,14,27,19,20,30,4
1804,114036,2025-05-05,11,8,35,7,19,9,4
1805,114037,2025-05-08,17,31,8,37,5,9,1
1806,114038,2025-05-12,8,34,38,35,26,2,4
1807,114039,2025-05-15,26,21,1,2,23,8,1
1808,114040,2025-05-19,15,10,22,37,29,27,3
1809,114041,2025-05-22,12,38,25,34,6,21,3
1810,114042,2025-05-26,17,23,37,14,13,24,6
1811,114043,2025-05-29,22,20,5,6,35,9,7
1812,114044,2025-06-02,1,18,31,21,5,16,2
1813,114045,2025-06-05,12,16,20,22,34,35,5
1814,114046,2025-06-09,3,7,9,19,24,31,2
1815,114047,2025-06-12,5,12	13,15,26,38,51816,114048,2025-06-16,4,11,12,18,21,26,3
1817,114049,2025-06-19,1,7,20,21,36,38,6
1818,114050,2025-06-23,6,11,20,31,32,33,6
1819,114051,2025-06-26,1,7,15,23,26,38,4
1820,114052,2025-06-30,1,3,9,15,22,27,5
1821,114053,2025-07-03,11,14,20,27,30,38,6
1822,114054,2025-07-07,7,9,14,23,37,38,3
1823,114055,2025-07-10,1,2,7,14,28,31,2
1824,114056,2025-07-14,3,6,19,22,37,38,4
1825,114057,2025-07-17,1,4,6,21,25,28,2
1826,114058,2025-07-21,10,18,20,24,36,38,4
1827,114059,2025-07-24,3,4,7,10,33,38,5
1828,114060,2025-07-28,12,16,18,22,24,36,5
1829,114061,2025-07-31,4,9,18,20,29,31,3
1830,114062,2025-08-04,15,16,22,27,30,32,1
1831,114063,2025-08-07,2,4,7,8,18,25,7
1832,114064,2025-08-11,3,5,9,16,18,19,2
1833,114065,2025-08-14,1,11,14,17,19,36,3
1834,114066,2025-08-18,2,5,8,17,20,26,6
1835,114067,2025-08-21,2,4,11,12,16,19,2
1836,114068,2025-08-25,1,12,14,21,36,37,3
1837,114069,2025-08-28,9,13,14,17,23,30,5
1838,114070,2025-09-01,2,7,16,18,28,29,4
1839,114071,2025-09-04,6,7,9,11,21,38,8
1840,114072,2025-09-08,7,8,14,15,25,36,6
1841,114073,2025-09-11,11,18,21,27,31,35,6
1842,114074,2025-09-15,4,16,20,33,34,38,2
1843,114075,2025-09-18,10,20,25,28,32,36,2
1844,114076,2025-09-22,10,11,14,22,31,33,2
1845,114077,2025-09-25,8,12,14,24,28,35,3
1846,114078,2025-09-29,12,16,17,20,27,36,3
1847,114079,2025-10-02,3,5,12,24,27,30,7
1848,114080,2025-10-06,5,6,9,14,15,37,5
1849,114081,2025-10-09,1,6,11,20,34,35,8
1850,114082,2025-10-13,4,6,8,18,24,28,1
1851,114083,2025-10-16,8,9,13,16,26,35,2
1852,114084,2025-10-20,8,12,19,22,24,32,5
1853,114085,2025-10-23,5,9,11,21,32,35,8
1854,114086,2025-10-27,1,11,16,20,27,36,6
1855,114087,2025-10-30,13,14,17,20,21,24,2
1856,114088,2025-11-03,4,18,20,30,32,35,4
1857,114089,2025-11-06,11,18,20,25,29,37,8
1858,114090,2025-11-10,6,12,28,29,31,32,4
1859,114091,2025-11-13,2,9,11,15,26,34,4
1860,114092,2025-11-17,17,18,19,28,34,36,6
1861,114093,2025-11-20,3,8,17,20,31,35,7
1816,114048,2025-06-16,4,11,12,18,21,26,3
1862,114094,2025-11-24,7,9,19,20,33,34,7
1863,114095,2025-11-27,4,9,16,26,33,35,2
1864,114096,2025-12-01,5,7,8,11,32,37,2
1865,114097,2025-12-04,3,6,7,10,29,33,1
1866,114098,2025-12-08,5,14,15,20,32,37,2
1867,114099,2025-12-11,5,6,11,15,22,37,7
1868,114100,2025-12-15,19,26,28,31,32,34,6
1869,114101,2025-12-18,8,15,16,21,29,37,5
1870,114102,2025-12-22,5,16,21,25,32,34,8
1871,114103,2025-12-25,6,12,21,22,28,34,8
1872,114104,2025-12-29,1,3,9,11,18,32,6
1873,115001,2026-01-01,7,14,22,23,31,35,1
1706,113043,2024-05-27,1,4,20,26,29,33,4
1707,113044,2024-05-30,6,7,16,21,27,31,6
1708,113045,2024-06-03,3,4,11,22,35,36,3
1709,113046,2024-06-06,5,13,17,25,33,38,1
1710,113047,2024-06-10,5,11,15,26,28,29,7
1711,113048,2024-06-13,2,5,15,18,32,35,3
1712,113049,2024-06-17,5,22,28,29,30,31,8
1713,113050,2024-06-20,10,11,24,27,30,36,7
1714,113051,2024-06-24,7,13,16,22,25,26,8
1715,113052,2024-06-27,2,11,14,15,17,29,1
1716,113053,2024-07-01,2,3,12,17,30,33,5
1717,113054,2024-07-04,21,23,24,25,30,38,1
1718,113055,2024-07-08,10,11,13,30,32,37,5
1719,113056,2024-07-11,9,10,12,15,29,36,4
1720,113057,2024-07-15,1,4,11,19,25,33,2
1721,113058,2024-07-18,8,12,19,23,28,31,5
1722,113059,2024-07-22,11,14,17,31,32,38,8
1723,113060,2024-07-25,4,11,23,27,32,38,7
1724,113061,2024-07-29,3,6,11,27,28,30,1
1725,113062,2024-08-01,3,13,25,26,31,34,5
1726,113063,2024-08-05,2,7,14,15,29,35,3
1727,113064,2024-08-08,2,3,21,29,34,37,8
1728,113065,2024-08-12,2,9,10,17,20,30,4
1729,113066,2024-08-15,4,6,14,16,20,24,2
1730,113067,2024-08-19,6,10,17,21,22,29,6
1731,113068,2024-08-22,5,15,19,20,31,34,2
1732,113069,2024-08-26,15,18,25,26,29,30,1
1733,113070,2024-08-29,9,24,25,31,32,38,3
1734,113071,2024-09-02,9,16,24,27,31,37,4
1735,113072,2024-09-05,10,14,16,25,28,38,4
1736,113073,2024-09-09,7,21,22,27,31,36,7
1737,113074,2024-09-12,10,12,21,27,33,38,8
1738,113075,2024-09-16,8,14,17,23,25,26,4
1739,113076,2024-09-19,3,8,16,24,26,30,4
1740,113077,2024-09-23,4,13,14,23,24,29,8
1741,113078,2024-09-26,3,6,9,11,18,29,3
1742,113079,2024-09-30,3,9,13,14,17,33,5
1743,113080,2024-10-03,11,17,18,19,30,36,8
1744,113081,2024-10-07,9,21,22,27,29,36,5
1745,113082,2024-10-10,2,8,14,20,23,37,8
1746,113083,2024-10-14,6,10,22,23,25,27,8
1747,113084,2024-10-17,2,3,5,10,25,30,6
1748,113085,2024-10-21,4,6,13,19,23,38,7
1749,113086,2024-10-24,8,10,20,28,29,33,2
1750,113087,2024-10-28,9,11,23,33,35,37,2
1751,113088,2024-10-31,4,8,12,14,17,37,4
1752,113089,2024-11-04,1,7,14,20,22,23,1
1753,113090,2024-11-07,5,21,26,28,34,38,6
1754,113091,2024-11-11,3,8,9,17,28,33,2
1755,113092,2024-11-14,6,15,22,23,31,37,5
1756,113093,2024-11-18,8,9,13,21,36,38,8
1757,113094,2024-11-21,8,12,13,16,18,27,6
1758,113095,2024-11-25,7,14,19,25,33,37,3
1759,113096,2024-11-28,20,25,32,33,34,36,7
1760,113097,2024-12-02,8,21,22,36,37,38,5
1761,113098,2024-12-05,10,14,19,30,33,38,3
1762,113099,2024-12-09,13,18,26,30,31,36,5
1763,113100,2024-12-12,11,14,17,23,25,30,8
1764,113101,2024-12-16,3,19,27,30,36,37,7
1765,113102,2024-12-19,6,8,9,18,23,38,5
1766,113103,2024-12-23,15,16,18,25,34,37,4
1767,113104,2024-12-26,13,15,18,28,35,37,4
1768,113105,2024-12-30,6,8,12,16,23,31,1
1769,114001,2025-01-02,4,12,13,22,27,32,5
1770,114002,2025-01-06,4,14,17,29,31,38,7
1771,114003,2025-01-09,1,4,15,16,31,34,4
1772,114004,2025-01-13,3,13,22,26,28,33,2
1773,114005,2025-01-16,10,16,19,21,31,37,3
1774,114006,2025-01-20,8,11,13,27,29,37,2
1775,114007,2025-01-23,7,10,13,22,25,29,2
1776,114008,2025-01-27,2,10,15,18,25,35,8
1777,114009,2025-01-30,3,17,20,21,24,37,6
1778,114010,2025-02-03,4,7,15,31,33,36,6
1779,114011,2025-02-06,6,18,21,32,33,37,1
1780,114012,2025-02-10,6,7,8,13,14,24,4
1781,114013,2025-02-13,2,3,11,18,30,36,7
1782,114014,2025-02-17,1,17,21,23,31,34,1
1783,114015,2025-02-20,5,6,15,19,32,37,8
1784,114016,2025-02-24,7,15,16,23,24,35,2
1785,114017,2025-02-27,1,7,8,24,26,34,2
1786,114018,2025-03-03,12,15,20,23,26,32,5
1787,114019,2025-03-06,5,9,15,17,18,29,4
1788,114020,2025-03-10,13,16,17,20,27,31,2
1789,114021,2025-03-13,3,4,13,16,24,25,7
1790,114022,2025-03-17,1,2,3,12,18,28,4
1791,114023,2025-03-20,1,3,12,18,31,38,8
1792,114024,2025-03-24,3,17,22,24,25,33,3
1793,114025,2025-03-27,7,8,21,26,32,35,2
1794,114026,2025-03-31,2,6,7,9,12,20,4
1795,114027,2025-04-03,2,9,15,21,29,36,7
1796,114028,2025-04-07,13,21,24,25,31,36,4
1797,114029,2025-04-10,9,16,20,23,29,34,4
1798,114030,2025-04-14,1,5,9,20,29,38,2
1799,114031,2025-04-17,1,2,3,5,17,27,8
1800,114032,2025-04-21,5,9,20,29,35,36,8
1801,114033,2025-04-24,7,17,25,29,36,37,5
1802,114034,2025-04-28,2,14,17,19,29,32,5
1803,114035,2025-05-01,14,19,20,25,27,30,4
1804,114036,2025-05-05,7,8,9,11,19,35,4
1805,114037,2025-05-08,5,8,9,17,31,37,1
1806,114038,2025-05-12,2,8,26,34,35,38,4
1807,114039,2025-05-15,1,2,8,21,23,26,1
1808,114040,2025-05-19,10,15,22,27,29,37,3
1809,114041,2025-05-22,6,12,21,25,34,38,3
1810,114042,2025-05-26,13,14,17,23,24,37,6
1811,114043,2025-05-29,5,6,9,20,22,35,7
1812,114044,2025-06-02,1,5,16,18,21,31,2
1813,114045,2025-06-05,12,16,20,22,34,35,5
1814,114046,2025-06-09,3,7,9,19,24,31,2
1815,114047,2025-06-12,5,12,13,15,26,38,5
1816,114048,2025-06-16,4,11,12,18,21,26,3
1817,114049,2025-06-19,1,7,20,21,36,38,6
1818,114050,2025-06-23,6,11,20,31,32,33,6
1819,114051,2025-06-26,1,7,15,23,26,38,4
1820,114052,2025-06-30,1,3,9,15,22,27,5
1821,114053,2025-07-03,11,14,20,27,30,38,6
1822,114054,2025-07-07,7,9,14,23,37,38,3
1823,114055,2025-07-10,1,2,7,14,28,31,2
1824,114056,2025-07-14,3,6,19,22,37,38,4
1825,114057,2025-07-17,1,4,6,21,25,28,2
1826,114058,2025-07-21,10,18,20,24,36,38,4
1827,114059,2025-07-24,3,4,7,10,33,38,5
1828,114060,2025-07-28,12,16,18,22,24,36,5
1829,114061,2025-07-31,4,9,18,20,29,31,3
1830,114062,2025-08-04,15,16,22,27,30,32,1
1831,114063,2025-08-07,2,4,7,8,18,25,7
1832,114064,2025-08-11,3,5,9,16,18,19,2
1833,114065,2025-08-14,1,11,14,17,19,36,3
1834,114066,2025-08-18,2,5,8,17,20,26,6
1835,114067,2025-08-21,2,4,11,12,16,19,2
1836,114068,2025-08-25,1,12,14,21,36,37,3
1837,114069,2025-08-28,9,13,14,17,23,30,5
1838,114070,2025-09-01,2,7,16,18,28,29,4
1839,114071,2025-09-04,6,7,9,11,21,38,8
1840,114072,2025-09-08,7,8,14,15,25,36,6
1841,114073,2025-09-11,11,18,21,27,31,35,6
1842,114074,2025-09-15,4,16,20,33,34,38,2
1843,114075,2025-09-18,10,20,25,28,32,36,2
1844,114076,2025-09-22,10,11,14,22,31,33,2
1845,114077,2025-09-25,8,12,14,24,28,35,3
1846,114078,2025-09-29,12,16,17,20,27,36,3
1847,114079,2025-10-02,3,5,12,24,27,30,7
1848,114080,2025-10-06,5,6,9,14,15,37,5
1849,114081,2025-10-09,1,6,11,20,34,35,8
1850,114082,2025-10-13,4,6,8,18,24,28,1
1851,114083,2025-10-16,8,9,13,16,26,35,2
1852,114084,2025-10-20,8,12,19,22,24,32,5
1853,114085,2025-10-23,5,9,11,21,32,35,8
1854,114086,2025-10-27,1,11,16,20,27,36,6
1855,114087,2025-10-30,13,14,17,20,21,24,2
1856,114088,2025-11-03,4,18,20,30,32,35,4
1857,114089,2025-11-06,11,18,20,25,29,37,8
1858,114090,2025-11-10,6,12,28,29,31,32,4
1859,114091,2025-11-13,2,9,11,15,26,34,4
1860,114092,2025-11-17,17,18,19,28,34,36,6
1861,114093,2025-11-20,3,8,17,20,31,35,7
1862,114094,2025-11-24,7,9,19,20,33,34,7
1863,114095,2025-11-27,4,9,16,26,33,35,2
1864,114096,2025-12-01,5,7,8,11,32,37,2
1865,114097,2025-12-04,3,6,7,10,29,33,1
1866,114098,2025-12-08,5,14,15,20,32,37,2
1867,114099,2025-12-11,5,6,11,15,22,37,7
1868,114100,2025-12-15,19,26,28,31,32,34,6
1869,114101,2025-12-18,8,15,16,21,29,37,5
1870,114102,2025-12-22,5,16,21,25,32,34,8
1871,114103,2025-12-25,6,12,21,22,28,34,8
1872,114104,2025-12-29,1,3,9,11,18,32,6
1873,115001,2026-01-01,7,14,22,23,31,35,1
1874,115002,2026-01-05,11,14,19,25,34,37,4
1875,115003,2026-01-08,7,17,25,26,27,33,3
1876,115004,2026-01-12,1,9,14,17,33,38,3
1877,115005,2026-01-15,8,10,16,26,31,38,5
1878,115006,2026-01-19,10,16,20,23,35,37,5
